864,556,77.574,-8.9121,899.5,0.04796,0.01644,0.99871,0.11985,0.01547,0.99267,32.83,-23.56,-32.48,-34.82,-24.12,-31.33,3.62,3.49,1
866,556,76.184,-9.0866,897.12,0.04659,0.01624,0.99878,0.11869,0.01535,0.99281,32.82,-23.54,-32.5,-34.82,-24.11,-31.35,3.64,3.51,1
873,594,61.542,-34.104,788.05,0.03769,-0.00259,0.99929,0.11409,-0.02268,0.99321,32.84,-23.43,-32.6,-34.85,-23.94,-31.5,3.61,3.43,1
710,675,169.98,-89.438,770.75,0.20974,-0.05814,0.97603,0.20513,-0.10144,0.97346,32.89,-23.59,-31.82,-34.47,-23.91,-31.6,3.64,3.17,1
696,664,476,-218.24,2041.8,0.20995,-0.09639,0.97295,0.23615,-0.08565,0.96793,33.01,-23.69,-31.65,-34.32,-23.93,-31.58,3.45,3.25,1
681,676,129.03,-61.499,523.85,0.20993,-0.09265,0.97332,0.24302,-0.03968,0.96921,33.06,-23.74,-31.57,-34.26,-23.98,-31.53,3.43,3.41,1
674,679,91.215,-43.532,361.79,0.2092,-0.08301,0.97434,0.24386,-0.01532,0.96969,33.08,-23.78,-31.53,-34.23,-24.01,-31.48,3.45,3.49,1
674,671,84.553,-37.851,335.02,0.20795,-0.07328,0.97539,0.24313,-0.00212,0.96999,33.09,-23.8,-31.51,-34.22,-24.03,-31.44,3.48,3.53,1
679,653,98.74,-38.762,397.38,0.20688,-0.06671,0.97609,0.24313,-0.00174,0.96999,33.1,-23.81,-31.49,-34.22,-24.04,-31.41,3.5,3.53,1
698,601,181.57,-40.219,779.91,0.19457,-0.03919,0.98011,0.24254,-0.00037,0.97014,33.24,-23.75,-31.82,-34.23,-24.04,-31.38,3.61,3.54,1
704,589,208.48,-37.555,916.3,0.18781,-0.02754,0.98182,0.24204,-0.00083,0.97027,33.31,-23.71,-31.99,-34.24,-24.03,-31.36,3.66,3.54,1
714,576,199.65,-26.281,913.67,0.17382,-0.00757,0.98475,0.23957,0.00246,0.97088,33.4,-23.67,-32.18,-34.25,-24.02,-31.34,3.73,3.55,1
724,557,173.2,-9.9238,825.05,0.16205,0.00899,0.98674,0.23421,0.02267,0.97192,33.49,-23.62,-32.38,-34.28,-24.01,-31.28,3.8,3.62,1
735,546,148.9,-1.5875,740.83,0.14964,0.0189,0.98856,0.22872,0.03733,0.97278,33.52,-23.59,-32.45,-34.31,-24,-31.24,3.83,3.63,1
742,538,139.89,3.1602,720.14,0.14259,0.02459,0.98948,0.22306,0.04558,0.97374,33.52,-23.58,-32.47,-34.34,-23.98,-31.23,3.84,3.63,1
750,533,136.95,6.6861,730.13,0.13783,0.02749,0.99007,0.21591,0.05089,0.97509,33.51,-23.57,-32.47,-34.36,-23.97,-31.21,3.85,3.62,1
757,530,134.25,8.9866,741.01,0.13293,0.02946,0.99069,0.20936,0.05373,0.97636,33.49,-23.57,-32.46,-34.38,-23.95,-31.21,3.85,3.62,1
770,524,136.06,13.804,802.03,0.12628,0.03199,0.99148,0.19592,0.0566,0.97899,33.47,-23.58,-32.44,-34.4,-23.92,-31.23,3.85,3.64,1
780,520,127.98,16.265,792.49,0.11856,0.03488,0.99233,0.18846,0.06074,0.9802,33.44,-23.58,-32.42,-34.42,-23.92,-31.24,3.85,3.67,1
789,518,117.63,17.395,765.42,0.10969,0.03771,0.99325,0.1825,0.06407,0.98112,33.4,-23.6,-32.41,-34.44,-23.93,-31.25,3.86,3.68,1
798,517,107.97,17.798,741.27,0.10112,0.03913,0.9941,0.17588,0.06698,0.98213,33.36,-23.61,-32.39,-34.45,-23.93,-31.25,3.87,3.69,1
809,519,98.941,16.333,727.29,0.09104,0.03833,0.99511,0.168,0.06612,0.98357,33.31,-23.64,-32.36,-34.49,-23.94,-31.25,3.88,3.69,1
822,521,90.546,14.957,727.39,0.07988,0.03698,0.99612,0.15776,0.06415,0.98539,33.26,-23.69,-32.33,-34.55,-23.99,-31.24,3.88,3.71,1
834,522,79.439,13.528,698.72,0.06949,0.03492,0.99697,0.14778,0.0666,0.98678,33.21,-23.74,-32.3,-34.59,-24.07,-31.21,3.89,3.72,1
844,526,76.146,12.097,726.98,0.06195,0.03261,0.99755,0.13899,0.06162,0.98837,33.17,-23.79,-32.28,-34.64,-24.11,-31.21,3.9,3.72,1
853,527,71.839,11.285,744.62,0.05442,0.03175,0.99801,0.13126,0.05851,0.98962,33.11,-23.85,-32.25,-34.69,-24.17,-31.2,3.92,3.75,1
864,530,60.826,8.7656,698.29,0.04293,0.03044,0.99861,0.12483,0.05894,0.99043,33.05,-23.9,-32.22,-34.73,-24.23,-31.18,3.93,3.77,1
876,538,51.6,4.2687,677.57,0.03047,0.0262,0.99919,0.11663,0.05339,0.99174,32.99,-23.96,-32.21,-34.78,-24.27,-31.18,3.93,3.78,1
887,545,48.884,0.0961,741.05,0.02315,0.02101,0.99951,0.10517,0.04147,0.99359,32.94,-24.01,-32.18,-34.81,-24.28,-31.16,3.94,3.79,1
897,553,45.008,-5.6515,782.41,0.01708,0.01339,0.99976,0.09547,0.03195,0.99492,32.87,-24.04,-32.14,-34.83,-24.29,-31.12,3.94,3.79,1
905,560,40.372,-10.594,808,0.01101,0.00735,0.99991,0.08728,0.02493,0.99587,32.81,-24.07,-32.1,-34.85,-24.31,-31.09,3.94,3.8,1
911,565,36.317,-14.114,817.19,0.00632,0.00283,0.99998,0.08147,0.02088,0.99646,32.77,-24.08,-32.07,-34.86,-24.32,-31.08,3.94,3.8,1
856,589,72.18,-30.253,777.15,0.0513,-0.018,0.99852,0.12824,0.00315,0.99174,32.92,-24.14,-32.13,-34.68,-24.35,-31.16,3.93,3.8,2
834,601,81.393,-35.96,722.46,0.06721,-0.02717,0.99737,0.14881,-0.00377,0.98886,33.03,-24.15,-32.2,-34.55,-24.35,-31.2,3.94,3.81,1
828,605,85.155,-38.516,723.28,0.0723,-0.03094,0.9969,0.15312,-0.00667,0.98819,33.07,-24.16,-32.22,-34.49,-24.35,-31.19,3.94,3.81,1
828,606,87.317,-40.302,741.06,0.07345,-0.03262,0.99677,0.15228,-0.00873,0.9883,33.08,-24.15,-32.23,-34.47,-24.34,-31.18,3.94,3.82,1
831,607,87.418,-41.794,759.38,0.07203,-0.03397,0.99682,0.14881,-0.0102,0.98881,33.08,-24.14,-32.24,-34.46,-24.33,-31.16,3.93,3.81,1
834,608,86.139,-43.08,765.2,0.06985,-0.03525,0.99693,0.14627,-0.01184,0.98917,33.07,-24.13,-32.23,-34.47,-24.31,-31.16,3.93,3.81,1
838,609,85.838,-44.618,785.14,0.06757,-0.03593,0.99707,0.14266,-0.0138,0.98968,33.06,-24.12,-32.23,-34.49,-24.29,-31.16,3.93,3.81,1
840,609,83.878,-45.108,785.73,0.06499,-0.03626,0.99723,0.14042,-0.01469,0.98998,33.05,-24.1,-32.24,-34.5,-24.27,-31.16,3.93,3.81,1
845,609,83.314,-46.194,808.1,0.06253,-0.03648,0.99738,0.1362,-0.01574,0.99056,33.04,-24.07,-32.24,-34.52,-24.25,-31.16,3.93,3.8,1
846,609,83.134,-46.608,817.18,0.06159,-0.03647,0.99744,0.13464,-0.0162,0.99076,33.03,-24.06,-32.25,-34.53,-24.24,-31.16,3.92,3.8,1
847,609,82.256,-46.644,813.49,0.0608,-0.03663,0.99748,0.13424,-0.01636,0.99081,33.02,-24.05,-32.25,-34.54,-24.24,-31.15,3.92,3.8,1
847,609,83.077,-47.014,822.94,0.06103,-0.03656,0.99747,0.13379,-0.01671,0.99087,33.02,-24.06,-32.25,-34.54,-24.23,-31.13,3.92,3.8,1
847,609,83.235,-47.132,824.14,0.06097,-0.03637,0.99748,0.13394,-0.0171,0.99084,33.02,-24.06,-32.25,-34.54,-24.23,-31.13,3.91,3.79,1
848,609,82.771,-47.136,826.26,0.06005,-0.03584,0.99755,0.13333,-0.0175,0.99092,33.02,-24.06,-32.25,-34.55,-24.23,-31.12,3.91,3.79,1
849,609,82.461,-47.026,828.35,0.05935,-0.03523,0.99762,0.13286,-0.01772,0.99098,33.01,-24.06,-32.25,-34.55,-24.24,-31.11,3.9,3.79,1
850,607,83.25,-46.856,847.76,0.05869,-0.0337,0.99771,0.13112,-0.01767,0.99121,33.01,-24.08,-32.25,-34.56,-24.25,-31.11,3.89,3.78,1
853,606,84.069,-47.333,879.03,0.05727,-0.03233,0.99784,0.12789,-0.01828,0.99162,33.01,-24.1,-32.26,-34.57,-24.27,-31.1,3.87,3.77,1
855,604,83.805,-47.009,894.71,0.05575,-0.0307,0.99797,0.12576,-0.01828,0.99189,33.01,-24.13,-32.26,-34.59,-24.31,-31.09,3.86,3.75,1
856,604,82.359,-46.376,887.46,0.05464,-0.03028,0.99805,0.1252,-0.01767,0.99197,33.01,-24.15,-32.26,-34.6,-24.33,-31.08,3.85,3.74,1
857,603,81.922,-46.024,890.26,0.05386,-0.02936,0.99812,0.12452,-0.01766,0.99206,33.01,-24.16,-32.26,-34.6,-24.35,-31.07,3.85,3.73,1
858,603,81.194,-45.673,887.31,0.05318,-0.02885,0.99817,0.12422,-0.01753,0.9921,33.01,-24.17,-32.26,-34.61,-24.37,-31.06,3.84,3.73,1
858,603,80.553,-45.539,885.87,0.05247,-0.02843,0.99822,0.12384,-0.01771,0.99214,33,-24.17,-32.25,-34.62,-24.39,-31.05,3.84,3.72,1
