654,462,142.88,37.163,521.96,0.197,0.09116,0.97616,0.29871,0.12132,0.9466,34.2,-23.88,-30.54,-33.85,-24.02,-29.26,3.94,3.67,1
653,463,141.85,36.45,517.57,0.1967,0.09069,0.97626,0.29933,0.12097,0.94645,34.21,-23.88,-30.56,-33.85,-24.03,-29.26,3.94,3.67,1
651,463,144.79,36.939,525.27,0.19957,0.08966,0.97577,0.29969,0.12079,0.94636,34.19,-23.93,-30.47,-33.85,-24.03,-29.26,3.92,3.66,1
651,463,143.44,36.637,520.25,0.19897,0.09006,0.97586,0.30008,0.12129,0.94617,34.19,-23.95,-30.43,-33.85,-24.03,-29.27,3.92,3.66,1
652,463,141.59,35.948,514.23,0.19791,0.08987,0.97609,0.30017,0.12144,0.94612,34.19,-23.96,-30.42,-33.85,-24.04,-29.26,3.92,3.66,1
652,463,140.53,35.648,511.55,0.19706,0.08976,0.97627,0.2998,0.12159,0.94622,34.19,-23.97,-30.41,-33.84,-24.05,-29.26,3.92,3.66,1
653,463,141.11,36.03,514.47,0.19712,0.08982,0.97626,0.29918,0.12175,0.9464,34.19,-23.96,-30.44,-33.84,-24.05,-29.26,3.92,3.66,1
653,463,141.31,36.08,516.04,0.1969,0.08966,0.97631,0.29871,0.12152,0.94658,34.19,-23.96,-30.44,-33.84,-24.06,-29.25,3.92,3.66,1
664,451,136.67,41.981,516.94,NaN,NaN,NaN,0.29602,0.11477,0.94826,NaN,NaN,NaN,-33.8,-24.11,-29.15,NaN,3.67,1
666,456,136.05,39.474,517.44,NaN,NaN,NaN,0.29495,0.11042,0.94911,NaN,NaN,NaN,-33.8,-24.12,-29.14,NaN,3.67,1
667,457,135.76,39.03,517.57,NaN,NaN,NaN,0.29445,0.10964,0.94936,NaN,NaN,NaN,-33.81,-24.11,-29.14,NaN,3.67,1
667,459,135.66,38.3,517.68,NaN,NaN,NaN,0.29427,0.10837,0.94956,NaN,NaN,NaN,-33.81,-24.11,-29.15,NaN,3.67,1
667,460,135.42,37.939,517.78,NaN,NaN,NaN,0.29388,0.10773,0.94975,NaN,NaN,NaN,-33.82,-24.1,-29.16,NaN,3.67,1
668,460,135.25,37.519,517.88,NaN,NaN,NaN,0.29358,0.107,0.94993,NaN,NaN,NaN,-33.82,-24.1,-29.17,NaN,3.67,1
668,461,134.98,37.262,517.99,NaN,NaN,NaN,0.29312,0.10655,0.95012,NaN,NaN,NaN,-33.82,-24.1,-29.17,NaN,3.67,1
669,461,134.84,37.229,518.03,NaN,NaN,NaN,0.29289,0.10649,0.9502,NaN,NaN,NaN,-33.83,-24.09,-29.17,NaN,3.67,1
669,461,134.58,37.334,518.09,NaN,NaN,NaN,0.29244,0.10667,0.95032,NaN,NaN,NaN,-33.83,-24.09,-29.18,NaN,3.67,1
670,461,134.42,37.321,518.14,NaN,NaN,NaN,0.29215,0.10665,0.95041,NaN,NaN,NaN,-33.83,-24.09,-29.18,NaN,3.67,1
670,461,134.19,37.171,518.22,NaN,NaN,NaN,0.29177,0.10638,0.95056,NaN,NaN,NaN,-33.83,-24.09,-29.19,NaN,3.68,1
